"id","code","year","name_en","name_zh","expected_population","deviation_percentage","main_areas","boundaries"
"047d4c54-4d84-42df-9189-6a5225aaf325","C13",1999,"Mount Parker","柏架山",,,"[]","[]"
"16a9d897-a59f-4a21-ac67-d352bc171851","C14",1999,"Braemar Hill","寶馬山",,,"[]","[]"
"9c4e4110-cf54-42d9-b957-6a2284e05b2c","C15",1999,"Tin Hau","天后",,,"[]","[]"
"e38680a9-a287-44e1-8a62-de683ab0501d","C16",1999,"Fortress Hill","炮台山",,,"[]","[]"
"b3eaf47e-7761-477d-a8ca-46052003968c","C17",1999,"Victoria Park","維園",,,"[]","[]"
"35eb9947-f8c7-4ef2-b1e9-20de207fff0f","C18",1999,"City Garden","城市花園",,,"[]","[]"
"92f90bf1-d823-4e62-9a6e-79958f7d1ca5","C19",1999,"Provident","和富",,,"[]","[]"
"39fe5aa9-fe56-448c-9dfa-80c5a589e201","C20",1999,"Fort Street","堡壘",,,"[]","[]"
"eeb1e9e2-6816-4add-91b6-80282c758659","C21",1999,"North Point Estate","北角邨",,,"[]","[]"
"cd00bea4-c633-499a-8d58-728766022393","C22",1999,"Kam Ping","錦屏",,,"[]","[]"
"eaa9b143-cd41-4720-a61b-20f008dae127","C23",1999,"Tanner","丹拿",,,"[]","[]"
"4d94006c-d617-4338-9c2e-741640261234","C24",1999,"Healthy Village","健康村",,,"[]","[]"
"df75a64e-b511-4f66-8a29-341d61cae4b6","C25",1999,"Quarry Bay","鰂魚涌",,,"[]","[]"
"490c5798-3e29-44d8-8455-5d384fd54ebd","C26",1999,"Nam Fung","南豐",,,"[]","[]"
"59ba8b09-078e-4810-8035-25092775b363","C27",1999,"Kornhill","康怡",,,"[]","[]"
"afacb88f-d45b-4f6e-8211-3d2802ad9601","C28",1999,"Kornhill Garden","康山",,,"[]","[]"
"fc8deb66-1cc2-41a6-a1cf-21e68277ee07","C29",1999,"Hing Tung","興東",,,"[]","[]"
"6adcd12a-9fed-491c-a0b6-2b5b61c05b61","C30",1999,"Sai Wan Ho","西灣河",,,"[]","[]"
"9e835396-b611-44a0-a934-8622690449f4","C31",1999,"Lower Yiu Tung","下耀東",,,"[]","[]"
"dcc88d60-caa6-49fe-b748-1a7a568c42a5","C32",1999,"Upper Yiu Tung","上耀東",,,"[]","[]"
"912ca7cf-39c4-4671-b6a0-2ef04f54f9a6","C33",1999,"Hing Man","興民",,,"[]","[]"
"79e15ccd-1a56-4763-9ac3-f2e721ca7814","C34",1999,"Lok Hong","樂康",,,"[]","[]"
"c1874dec-e260-4235-ac37-91ee74f95026","C35",1999,"Tsui Tak","翠德",,,"[]","[]"
"81996be3-e14d-423c-9f0e-fbe1a6a38c56","C36",1999,"Yue Wan","漁灣",,,"[]","[]"
"4d3ffff3-6898-45aa-9ba4-6b009125b79d","C37",1999,"Hiu Tsui","曉翠",,,"[]","[]"
"c68be9c2-f0a2-4e84-ab72-4007f516ef62","D01",1999,"Aberdeen","香港仔",,,"[]","[]"
"48d703a8-a99b-4289-9b11-587587fcbd76","D02",1999,"Ap Lei Chau Estate","鴨脷洲邨",,,"[]","[]"
"e63f855f-60f3-491e-8d14-81431222b05a","D03",1999,"Ap Lei Chau North","鴨脷洲北",,,"[]","[]"
"fe7e7031-89a2-458b-86a3-f33a43b1fef3","D04",1999,"Lei Tung I","利東一",,,"[]","[]"
"81a1ad7d-c730-4a80-b20c-5eac09df4533","D05",1999,"Lei Tung II","利東二",,,"[]","[]"
"833a0589-7a65-4f90-844d-d09f85bb8d1a","D06",1999,"South Horizons East","海怡東",,,"[]","[]"
"806a60cf-64cb-4b0f-a24f-6a37333255b7","D07",1999,"South Horizons West","海怡西",,,"[]","[]"
"a01d46de-e86c-4262-92ec-ef70b57e7df0","D08",1999,"Wah Kwai","華貴",,,"[]","[]"
"9e435124-3d31-4a7f-a216-433a516616cb","D09",1999,"Wah Fu I","華富一",,,"[]","[]"
"515639c7-a692-4174-8319-4b1e15ac8222","D10",1999,"Wah Fu II","華富二",,,"[]","[]"
"a0fee48a-e03d-4380-9703-fcd3d0c24346","D11",1999,"Pokfulam","薄扶林",,,"[]","[]"
"6b1ea566-34b9-45da-b8a6-8e1232bb690e","D12",1999,"Chi Fu","置富",,,"[]","[]"
"c0edc405-5efd-4359-9312-31ab85a95fc3","D13",1999,"Tin Wan","田灣",,,"[]","[]"
"249980f0-debc-4e5b-baa8-07127fe68990","D14",1999,"Heung Yue","香漁",,,"[]","[]"
"e3c1ad6e-587b-470d-afec-2f376f773864","D15",1999,"Bays Area","海灣",,,"[]","[]"
"2028e2bf-be33-4daa-9837-e165faceea1d","D16",1999,"Wong Chuk Hang","黃竹坑",,,"[]","[]"
"41086e31-6e62-455e-8a6e-8d0ff8f2f008","D17",1999,"Stanley & Shek O","赤柱及石澳",,,"[]","[]"
"45eb08c5-9cac-4d2d-9372-4fdbe1c999b8","E01",1999,"Tsim Sha Tsui West","尖沙咀西",,,"[]","[]"
"b29220a6-a6be-4c73-904b-da7181a94df8","E02",1999,"Ferry Point","渡船角",,,"[]","[]"
"0ebfbad2-d86a-4aac-904c-394ea418069b","E03",1999,"Jordan","佐敦",,,"[]","[]"
"dcecaf0b-9c80-48df-b467-471a5d41fb5f","E04",1999,"Yau Ma Tei","油麻地",,,"[]","[]"
"2cc90ffb-ec8f-430e-bb12-2a1728539a5d","E05",1999,"Charming","富榮",,,"[]","[]"
"b5333448-1dca-43b2-848e-e85967beb326","E06",1999,"Mong Kok West","旺角西",,,"[]","[]"
"bdee35b8-736e-448b-8d91-bcb266fd4e24","E07",1999,"Mong Kok Central","旺角中",,,"[]","[]"
"622f95d0-b6ad-4496-9b8c-83cc07fcf06c","E08",1999,"Cherry","櫻桃",,,"[]","[]"
"bd0b868f-8618-4893-86a2-e463cb9fdb8e","E09",1999,"Tai Kok Tsui","大角咀",,,"[]","[]"
"69982884-2e2b-43ed-8943-d3a4a75c1156","E10",1999,"Sycamore","詩歌舞",,,"[]","[]"
"95d95728-778c-49ca-b146-868592f685cc","E11",1999,"Tai Nan","大南",,,"[]","[]"
"f2be31b8-e2b4-4002-90cf-88b3bdf7b4ca","E12",1999,"Mong Kok North","旺角北",,,"[]","[]"
"8782a324-83fa-4897-8b8f-cb343ac755d7","E13",1999,"Mong Kok East","旺角東",,,"[]","[]"
"aa198fd5-29bb-4c5b-9f65-115652b5d0c7","E14",1999,"Mong Kok South","旺角南",,,"[]","[]"
"47ab88ea-0a49-4921-b6dc-428b0a70abca","E15",1999,"King's Park","京士柏",,,"[]","[]"
"38cd5f08-045c-4777-bc8c-0add412e501b","E16",1999,"Tsim Sha Tsui East","尖沙咀東",,,"[]","[]"
"8fee3b2b-e76c-42ee-9fc9-0c9a03dd6e71","F01",1999,"Po Lai","寶麗",,,"[]","[]"
"41fbe83b-005e-420e-b67a-9166b73ab584","F02",1999,"Cheung Sha Wan","長沙灣",,,"[]","[]"
"beaa7a8f-d9f6-4470-9fb3-03b534595a6f","F03",1999,"Nam Cheong North","南昌北",,,"[]","[]"
"b0a61afa-e188-4851-b7d6-e0597a148334","F04",1999,"Nam Cheong East","南昌東",,,"[]","[]"
"574f73f4-8ea5-4747-aa64-d87c735f6ccb","F05",1999,"Nam Cheong South","南昌南",,,"[]","[]"
"4696a0fd-d4f9-403d-ae0e-0e939c765877","F06",1999,"Nam Cheong Central","南昌中",,,"[]","[]"
"65cd504c-8056-4c27-b9f1-fd184d57e721","F07",1999,"Lower Nam Cheong","下南昌",,,"[]","[]"
"bb01d27f-c77a-4611-9476-81566342052a","F08",1999,"Nam Cheong West","南昌西",,,"[]","[]"
"52f2257a-ecb3-482b-a349-b5f9eef9ebe5","F09",1999,"Lai Kok","麗閣",,,"[]","[]"
"ecc6f262-d85a-405b-b7f1-29bce3d1ce8a","F10",1999,"Un Chau","元州",,,"[]","[]"
"259e3128-9c44-4c65-88fa-8074c83cdef3","F11",1999,"Lai Chi Kok","荔枝角",,,"[]","[]"
"f3e56881-b069-4636-a95e-634b04a46221","F12",1999,"Mei Foo","美孚",,,"[]","[]"
"ad473b0b-8787-49a0-bedf-0442e5b8466f","F13",1999,"Lai Wan","荔灣",,,"[]","[]"
"15d3bd33-b7f3-4132-84d1-6bc5fafcb60b","F14",1999,"Ching Lai","清荔",,,"[]","[]"
"5d0c42de-30d0-466e-82b1-fb555b6b3f18","F15",1999,"Chak On","澤安",,,"[]","[]"
"0f5289c3-e5da-4fc1-88ea-9273faa70dc4","F16",1999,"So Uk","蘇屋",,,"[]","[]"
"943ce724-0731-4fac-a0c7-e190169f9c98","F17",1999,"Lei Cheng Uk","李鄭屋",,,"[]","[]"
"2ffca770-dd49-418b-a98b-68494e88d952","F18",1999,"Pak Tin","白田",,,"[]","[]"
"9f842c19-fd71-4e8a-818c-d66858aa094a","F19",1999,"Tai Hang Tung & Yau Yat Tsuen","大坑東及又一村",,,"[]","[]"
"a384caa0-7f5d-4290-bbe4-109a6afeed6a","F20",1999,"Nam Shan","南山",,,"[]","[]"
"c9d9ce24-6304-4d6f-80c4-cfcee0448ed0","F21",1999,"Shek Kip Mei","石硤尾",,,"[]","[]"
"70422c82-2522-4fd6-8fe6-b73800ac4e6c","G01",1999,"Ma Tau Wai","馬頭圍",,,"[]","[]"
"2aee3be3-9afa-49f2-9112-b8f8a9482514","G02",1999,"Ma Hang Chung","馬坑涌",,,"[]","[]"
"55a781b5-f152-46d3-9730-b0c1bd533330","G03",1999,"Ma Tau Kok","馬頭角",,,"[]","[]"
"8aec695b-17a4-482e-ac90-2f1d90f8311e","G04",1999,"Lok Man","樂民",,,"[]","[]"
"219d2ac7-015e-42c4-9f3a-decb19be2e84","G05",1999,"Sheung Lok","常樂",,,"[]","[]"
"fa72e373-ddd6-427e-899d-3a8b685035cb","G06",1999,"Ho Man Tin","何文田",,,"[]","[]"
"a5c9611f-0006-4c55-b668-e54607121bc8","G07",1999,"Kadoorie","嘉道理",,,"[]","[]"
"16c45420-6fcb-42e2-bb4b-672d5b6537fe","G08",1999,"Prince","太子",,,"[]","[]"
"c89cbcce-dc6a-4d19-ae8c-80175667718e","G09",1999,"Kowloon Tong","九龍塘",,,"[]","[]"
"f79b2474-100e-4190-a44f-6b5b893d007f","G10",1999,"Lung Shing","龍城",,,"[]","[]"
"04833659-3af4-4840-b92b-b1406b2776b2","G11",1999,"Kai Tak","啓德",,,"[]","[]"
"f2df2720-a1d0-4c39-87e1-3068ccc65cd3","G12",1999,"Hoi Sham","海心",,,"[]","[]"
"d3988815-7843-4efc-8b77-274fd7e57425","G13",1999,"To Kwa Wan North","土瓜灣北",,,"[]","[]"
"255fc309-2a8c-48c2-8963-75d6db68e67b","G14",1999,"To Kwa Wan South","土瓜灣南",,,"[]","[]"
"293a7f1d-dd8e-412c-b2eb-dddb5f92b8e4","G15",1999,"Hok Yuen","鶴園",,,"[]","[]"
"2f2b9ddc-dad7-43cf-b76e-a06d4d4d5efb","G16",1999,"Whampoa East","黃埔東",,,"[]","[]"
"d3c271db-3872-457b-87ec-f3648a2356e2","G17",1999,"Whampoa West","黃埔西",,,"[]","[]"
"02fe1440-13ed-4a35-aa02-cffdf169c050","G18",1999,"Hung Hom Bay","紅磡灣",,,"[]","[]"
"d2046551-2409-41ba-b714-a9d8de9a6e17","G19",1999,"Hung Hom","紅磡",,,"[]","[]"
"c2868133-d85e-416d-9d95-34adad26e775","G20",1999,"Ka Wai","家維",,,"[]","[]"
"65e3a624-e57f-4300-80a2-7e97cabd46b0","G21",1999,"Oi Kuk","愛谷",,,"[]","[]"
"ca485af6-b64f-4f08-9ea4-abf385554bf8","G22",1999,"Oi Chun","愛俊",,,"[]","[]"
"5792c07b-02c8-42e3-afc0-afabd9a25602","H01",1999,"Lung Tsui","龍趣",,,"[]","[]"
"c960a15f-3ba9-495d-b2a2-670109dfb46c","H02",1999,"Lung Kai","龍啟",,,"[]","[]"
"2b2a02d6-8db6-4c5a-92da-0376757351e8","H03",1999,"Lung Sheung","龍上",,,"[]","[]"
"eabefb8c-15e8-4cd5-8ef6-08bc164f4557","H04",1999,"Fung Wong","鳳凰",,,"[]","[]"
"4befce07-9efb-4969-ac13-3c350c6d50bd","H05",1999,"Fung Tak","鳳德",,,"[]","[]"
"99237777-c14e-4bcc-a703-62f0aaec2473","H06",1999,"Diamond Hill","鑽石山",,,"[]","[]"
"5bca881c-18bb-4e2a-bd99-a930514f0795","H07",1999,"San Po Kong","新蒲崗",,,"[]","[]"
"8da93ca3-ca5e-45b5-b122-0702e8b6ccbb","H08",1999,"Tung Tau","東頭",,,"[]","[]"
"b753e6d6-c6eb-4277-831f-bf4dac707e0f","H09",1999,"Tung Mei","東美",,,"[]","[]"
"8a112ae7-2f0b-4771-b587-5f6320ad523d","H10",1999,"Lok Fu","樂富",,,"[]","[]"
"d8dacfcf-a431-4ea2-a528-798c5b6f661e","H11",1999,"Wang Tau Hom","橫頭磡",,,"[]","[]"
"298608c6-60f0-4b88-a0e2-f8bc02af3f67","H12",1999,"Tin Keung","天強",,,"[]","[]"
"45ab39ad-777b-4947-9a1b-816ad6988ff1","H13",1999,"Tsui Chuk & Pang Ching","翠竹及鵬程",,,"[]","[]"
"d8696c62-cc6f-4320-bc8b-110f35460b97","H14",1999,"Chuk Yuen South","竹園南",,,"[]","[]"
"9d5d659f-3217-4162-9811-20feebba4f41","H15",1999,"Chuk Yuen Central","竹園中",,,"[]","[]"
"f341f1bc-e4b2-48b1-aecf-9635138cf224","H16",1999,"Chuk Yuen North","竹園北",,,"[]","[]"
"18b62e02-daa1-4149-94c8-7d9dac06d0f3","H17",1999,"Tsz Wan West","慈雲西",,,"[]","[]"
"a71d4c16-016d-4cdf-9cd0-929f7c9a9ee3","H18",1999,"Tsz Wan East","慈雲東",,,"[]","[]"
"74663ba6-3d88-4a6e-8736-cc121bdd9394","H19",1999,"Tsz Wan North","慈雲北",,,"[]","[]"
"5f93dfe1-7282-4017-9f72-24437e60a644","H20",1999,"King Fu","瓊富",,,"[]","[]"
"87fe2395-3610-44a7-9256-ea641124606f","H21",1999,"Choi Wan East","彩雲東",,,"[]","[]"
"cfa68af6-ca05-4faf-92c0-e433f915c565","H22",1999,"Choi Wan South","彩雲南",,,"[]","[]"
"11cf9321-89be-4818-9179-e36d85b785e4","H23",1999,"Choi Wan West","彩雲西",,,"[]","[]"
"ff690541-c614-4223-b76b-bf63d9a8784a","H24",1999,"Chi Choi","池彩",,,"[]","[]"
"fda22a80-ca40-4246-8a0b-a15de1fa6772","H25",1999,"Choi Hung","彩虹",,,"[]","[]"
"e2935faf-4084-41ce-a665-9f4bbb2d7346","J01",1999,"Kwun Tong Central","觀塘中心",,,"[]","[]"
"f8468ec1-ff32-4091-9334-91cb117f4fe7","J02",1999,"Kowloon Bay","九龍灣",,,"[]","[]"
"82aa1a19-5621-452a-9bdb-3fdca57eab45","J03",1999,"Kai Yip","啟業",,,"[]","[]"
"d38cf186-f04a-4ab6-b8cc-7526c55554e1","J04",1999,"Lai Ching","麗晶",,,"[]","[]"
"8eb4a725-19ce-4925-a085-4ab9f229e389","J05",1999,"Ping Shek","坪石",,,"[]","[]"
"c44069d8-2ec8-48d5-b78f-4dc84e54c900","J06",1999,"Jordan Valley","佐敦谷",,,"[]","[]"
"42c9ca08-5627-42ad-8a9f-cd91eaa51205","J07",1999,"Shun Tin West","順天西",,,"[]","[]"
"8d8bfd67-dfbb-4862-ac42-7730ab925641","J08",1999,"Sheung Shun","雙順",,,"[]","[]"
"7066f03d-bb5a-4b1b-a408-134b879a174b","J09",1999,"Lee On","利安",,,"[]","[]"
"c5e90d3d-224c-43ab-8af1-7fdf025896f7","J10",1999,"Shun Tin East","順天東",,,"[]","[]"
"9f99bf0a-8320-429c-8f1d-22fe734cd7de","J11",1999,"Sau Mau Ping North","秀茂坪北",,,"[]","[]"
"cd5f3743-0ff5-4d97-ab76-46684bcbb734","J12",1999,"Hiu Lai","曉麗",,,"[]","[]"
"58ec598a-f669-43a1-8387-786e309c7cea","J13",1999,"Sau Mau Ping South","秀茂坪南",,,"[]","[]"
"c09f89a6-a100-4de2-895a-8860b52aff58","J14",1999,"Hing Tin","興田",,,"[]","[]"
"e0a9bdbd-10c3-4196-b191-c1141a89da3d","J15",1999,"Tak Tin","德田",,,"[]","[]"
"313027b5-230a-4833-a213-7945546c0cf0","J16",1999,"Lam Tin","藍田",,,"[]","[]"
"df16d9c6-dc93-4f30-9aa3-202a10eb2ebe","J17",1999,"Kwong Tak","廣德",,,"[]","[]"
"606fe7a9-5f06-4c78-831c-109e59190c6a","J18",1999,"Ping Tin","平田",,,"[]","[]"
"5c0f31e4-3aa7-4db1-b023-8d085c1112a8","J19",1999,"Hong Pak","康栢",,,"[]","[]"
"a3c02d21-f6c5-45c5-ba02-1427d1d4d1e2","J20",1999,"Yau Tong Sze Shan","油塘四山",,,"[]","[]"
"c668ced7-bddf-4612-b01a-2867db81b8fa","J21",1999,"Lai Kong","麗港",,,"[]","[]"
"2fc898bf-283c-453a-8766-657bc5453a59","J22",1999,"King Tin","景田",,,"[]","[]"
"2104a9b8-6021-43b2-ab74-888ebfb0876c","J23",1999,"Tsui Ping South","翠屏南",,,"[]","[]"
"e7e10b2a-7c4f-45d1-9982-b0f39a2d45eb","J24",1999,"Tsui Ping North","翠屏北",,,"[]","[]"
"b8f8ffde-b8d0-452e-acd6-2cc887e8456b","J25",1999,"Po Lok","寶樂",,,"[]","[]"
"c2addac1-ae06-4e4d-b5d0-81072b0f91c0","J26",1999,"Yuet Wah","月華",,,"[]","[]"
"32a6aac2-6d89-40af-be92-2735f2a34449","J27",1999,"Hip Hong","協康",,,"[]","[]"
"76eec895-3dfb-437f-9527-2895e9ac09af","J28",1999,"Hong Lok","康樂",,,"[]","[]"
"3fe968ce-b8a8-4437-98b9-1811dcd6b788","J29",1999,"Ting On","定安",,,"[]","[]"
"82d370a8-8e35-43ca-a7b3-3e4d6ef446fa","J30",1999,"Upper Ngau Tau Kok","上牛頭角",,,"[]","[]"
"c3d51fa5-a418-49f6-bd5a-a70a91bfba22","J31",1999,"Lower Ngau Tau Kok","下牛頭角",,,"[]","[]"
"6ff09266-4b88-4cd3-9494-90da8228aa6d","J32",1999,"To Tai","淘大",,,"[]","[]"
"0ed0cc54-d9ef-4863-a1f9-4c2b4a4a9e59","J33",1999,"Lok Wah North","樂華北",,,"[]","[]"
"3309f828-2803-4ce4-a0f7-047a2b3a013d","J34",1999,"Lok Wah South","樂華南",,,"[]","[]"
"54874849-86fc-49c9-986f-8c4d56fb5c58","K01",1999,"Tak Wah","德華",,,"[]","[]"
"304f008f-df2e-49d5-b65d-819e274d5eeb","K02",1999,"Yeung Uk Road","楊屋道",,,"[]","[]"
"aecd4535-5960-4232-ba6a-81cf119a12cb","K03",1999,"Hoi Bun","海濱",,,"[]","[]"
"1f9e1ad3-1eb0-4be1-ad17-a61e9932ce10","K04",1999,"Clague Garden","祈德尊",,,"[]","[]"
"36ff7fe7-4f7a-4c46-b27d-72b9c2ef2806","K05",1999,"Fuk Loi","福來",,,"[]","[]"
"0cf0e03d-ff4b-4204-8444-4e5367d3833a","K06",1999,"Discovery Park","愉景",,,"[]","[]"
"41459b03-6fe3-40df-9587-b65410eba161","K07",1999,"Tsuen Wan Centre","荃灣中心",,,"[]","[]"
"9c23317f-96f1-4abd-9cdf-78c493f1896e","K08",1999,"Allway","荃威",,,"[]","[]"
"06b87705-ecab-4784-b117-e1bc78bdaf90","K09",1999,"Lai To","麗濤",,,"[]","[]"
"e465afe4-a02c-4da9-8656-57fad75440bc","K10",1999,"Lai Hing","麗興",,,"[]","[]"
"1e02bacf-ce2c-4ef4-bd8d-09e8292c2bc2","K11",1999,"Tsuen Wan Rural West","荃灣郊區西",,,"[]","[]"
"02c51473-43a9-410c-b417-337de1a1a8d6","K12",1999,"Tsuen Wan Rural East","荃灣郊區東",,,"[]","[]"
"44cbc706-c98a-4949-b69d-701e1d308000","K13",1999,"Luk Yeung","綠楊",,,"[]","[]"
"68f50204-7f18-4691-9a6d-70b1f55b1f6b","K14",1999,"Lei Muk Shue East","梨木樹東",,,"[]","[]"
"3d0654c2-ee43-481b-ba3f-7cabb1c68e2e","K15",1999,"Lei Muk Shue West","梨木樹西",,,"[]","[]"
"05d55a0a-90a4-4341-a987-27aecf9c55a0","K16",1999,"Shek Wai Kok","石圍角",,,"[]","[]"
"a07af593-19ac-4698-8f44-9e5db1b48d2f","K17",1999,"Cheung Shan","象山",,,"[]","[]"
"6d4d4e46-af5f-4277-a775-dd45b4b0c09d","L01",1999,"Tuen Mun Town Centre","屯門市中心",,,"[]","[]"
"55c1229d-0034-41d7-9fc3-72635330751b","L02",1999,"Siu Chi","兆置",,,"[]","[]"
"b6a8e5df-8d9f-4400-806c-edbd1069e19d","L03",1999,"Siu Lun","兆麟",,,"[]","[]"
"9f56c957-78f9-4bbd-87a8-1846e06eaa94","L04",1999,"On Ting","安定",,,"[]","[]"
"f63b6199-1ce0-4bc7-b3ba-5d828ce06dff","L05",1999,"Yau Oi South","友愛南",,,"[]","[]"
"4629d035-bc0d-4eaa-8206-4e98549df189","L06",1999,"Yau Oi North","友愛北",,,"[]","[]"
"01e7f22d-ec12-4c97-aa1b-c78324be07df","L07",1999,"Tsui Hing","翠興",,,"[]","[]"
"8868ee53-61bc-4432-94ec-af35b51f0a6c","L08",1999,"Shan King South","山景南",,,"[]","[]"
"b4afde34-d39c-4632-a8b5-d20c1c133946","L09",1999,"Shan King North","山景北",,,"[]","[]"
"cb4593d1-3f4e-4909-926e-07a771e24674","L10",1999,"Tai Hing South","大興南",,,"[]","[]"
"f6fb7401-a738-42ec-9085-4f8a5afe28c2","L11",1999,"Hing Tsak","興澤",,,"[]","[]"
"5baf152e-530a-4713-a720-2d50be854493","L12",1999,"San Hui","新墟",,,"[]","[]"
"0affd1cb-ce71-44b1-a3a9-427a0a714990","L13",1999,"Prime View","景峰",,,"[]","[]"
"52aebfd4-a974-4c89-85f5-8f152d8b353b","L14",1999,"Handsome","恒順",,,"[]","[]"
"2fdf76c4-abb0-4b21-83fd-5754922ee7c5","L15",1999,"Sam Shing","三聖",,,"[]","[]"
"0be282f9-a389-4904-89b1-4ec717e201cc","L16",1999,"Tsui Fook","翠福",,,"[]","[]"
"14ac2066-73fe-4ed8-b838-0eea0d7ff337","L17",1999,"Siu Sun","兆新",,,"[]","[]"
"f2ab482c-00c5-4730-b789-1eb5204e83e3","L18",1999,"Yuet Wu","悅湖",,,"[]","[]"
"69a8341e-0b01-47a3-914e-8d07bb272482","L19",1999,"Siu Hei","兆禧",,,"[]","[]"
"6892bd1e-7646-436f-9f65-b4eaa3762f84","L20",1999,"Wu King","湖景",,,"[]","[]"
"c2e2d4e2-2942-4150-b520-64f57bf74cc5","L21",1999,"Butterfly","蝴蝶",,,"[]","[]"
"ff6627f8-30ea-4786-a4fd-5c512981ab41","L22",1999,"Lok Tsui","樂翠",,,"[]","[]"
"e2e59718-c953-4482-92a0-d382b97c3ffd","L23",1999,"Lung Mun","龍門",,,"[]","[]"
"a9496950-882f-46fd-9f4b-ab670503c369","L24",1999,"San King","新景",,,"[]","[]"
"45da3ebc-bdbb-4aac-934a-4cc77c11b4d4","L25",1999,"Tuen Mun Rural","屯門鄉郊",,,"[]","[]"
